          #r                      g1                      g12
  0.1520000000000000E+02  0.7356520598470217E-09  0.1725915319140529E-08
  0.1525000000000000E+02  0.6814284265702953E-09  0.1600470848655193E-08
  0.1530000000000000E+02  0.6310803954775323E-09  0.1483869412278795E-08
  0.1535000000000000E+02  0.5843404878219334E-09  0.1375508989979654E-08
  0.1540000000000000E+02  0.5409589632739501E-09  0.1274826949066619E-08
  0.1545000000000000E+02  0.5007026960227781E-09  0.1181297581620695E-08
  0.1550000000000000E+02  0.4633541184575557E-09  0.1094429788113091E-08
  0.1555000000000000E+02  0.4287102286009681E-09  0.1013764899027288E-08
  0.1560000000000000E+02  0.3965816576704585E-09  0.9388746267317424E-09
  0.1565000000000000E+02  0.3667917943350225E-09  0.8693591402580512E-09
  0.1570000000000000E+02  0.3391759624186070E-09  0.8048452560273644E-09
  0.1575000000000000E+02  0.3135806489752043E-09  0.7449847379366651E-09
  0.1580000000000000E+02  0.2898627798261172E-09  0.6894527005672758E-09
  0.1585000000000000E+02  0.2678890398069579E-09  0.6379461096109987E-09
  0.1590000000000000E+02  0.2475352351211979E-09  0.5901823739260655E-09
  0.1595000000000000E+02  0.2286856953388230E-09  0.5458980239358063E-09
  0.1600000000000000E+02  0.2112327127131947E-09  0.5048474713686793E-09
  0.1605000000000000E+02  0.1950760166169983E-09  0.4668018456097192E-09
  0.1610000000000000E+02  0.1801222810193757E-09  0.4315479021910630E-09
  0.1615000000000000E+02  0.1662846630414209E-09  0.3988869991938977E-09
  0.1620000000000000E+02  0.1534823707363330E-09  0.3686341375662872E-09
  0.1625000000000000E+02  0.1416402583440827E-09  0.3406170615817612E-09
  0.1630000000000000E+02  0.1306884473685646E-09  0.3146754158724631E-09
  0.1635000000000000E+02  0.1205619719183128E-09  0.2906599556690646E-09
  0.1640000000000000E+02  0.1112004468400449E-09  0.2684318070676422E-09
  0.1645000000000000E+02  0.1025477572578639E-09  0.2478617743219844E-09
  0.1650000000000000E+02  0.9455176821015301E-10  0.2288296913288752E-09
  0.1655000000000000E+02  0.8716405315115492E-10  0.2112238146339886E-09
  0.1660000000000000E+02  0.8033964015523907E-10  0.1949402554378354E-09
  0.1665000000000000E+02  0.7403677472906905E-10  0.1798824482249218E-09
  0.1670000000000000E+02  0.6821669820046927E-10  0.1659606537754130E-09
  0.1675000000000000E+02  0.6284344071297421E-10  0.1530914944474885E-09
  0.1680000000000000E+02  0.5788362791193793E-10  0.1411975197405275E-09
  0.1685000000000000E+02  0.5330630046190351E-10  0.1302068002647385E-09
  0.1690000000000000E+02  0.4908274558579791E-10  0.1200525483520272E-09
  0.1695000000000000E+02  0.4518633986457911E-10  0.1106727636461807E-09
  0.1700000000000000E+02  0.4159240258139662E-10  0.1020099021081249E-09
  0.1705000000000000E+02  0.3827805893720062E-10  0.9401056696429571E-10
  0.1710000000000000E+02  0.3522211250525123E-10  0.8662522021342893E-10
  0.1715000000000000E+02  0.3240492633020658E-10  0.7980791338947949E-10
  0.1720000000000000E+02  0.2980831211354617E-10  0.7351603635623305E-10
  0.1725000000000000E+02  0.2741542696112340E-10  0.6771008298267515E-10
  0.1730000000000000E+02  0.2521067720073899E-10  0.6235343261756555E-10
  0.1735000000000000E+02  0.2317962880789513E-10  0.5741214634715541E-10
  0.1740000000000000E+02  0.2130892400641423E-10  0.5285477708175364E-10
  0.1745000000000000E+02  0.1958620363748668E-10  0.4865219257511805E-10
  0.1750000000000000E+02  0.1800003491603422E-10  0.4477741053559033E-10
  0.1755000000000000E+02  0.1653984421711659E-10  0.4120544503967126E-10
  0.1760000000000000E+02  0.1519585455756100E-10  0.3791316350754691E-10
  0.1765000000000000E+02  0.1395902745911872E-10  0.3487915354604458E-10
  0.1770000000000000E+02  0.1282100889932914E-10  0.3208359900779857E-10
  0.1775000000000000E+02  0.1177407907497144E-10  0.2950816465618177E-10
  0.1780000000000000E+02  0.1081110572055782E-10  0.2713588886392150E-10
  0.1785000000000000E+02  0.9925500740852113E-11  0.2495108380943892E-10
  0.1790000000000000E+02  0.9111179931922321E-11  0.2293924266891399E-10
  0.1795000000000000E+02  0.8362525579825145E-11  0.2108695333402264E-10
  0.1800000000000000E+02  0.7674351739719747E-11  0.1938181821533068E-10
  0.1805000000000000E+02  0.7041872011069709E-11  0.1781237971954972E-10
  0.1810000000000000E+02  0.6460669636664680E-11  0.1636805101538903E-10
  0.1815000000000000E+02  0.5926669764519538E-11  0.1503905172764681E-10
  0.1820000000000000E+02  0.5436113722332869E-11  0.1381634822257898E-10
  0.1825000000000000E+02  0.4985535164150125E-11  0.1269159816954801E-10
  0.1830000000000000E+02  0.4571737958214257E-11  0.1165709908456096E-10
  0.1835000000000000E+02  0.4191775693739659E-11  0.1070574058064723E-10
  0.1840000000000000E+02  0.3842932692543885E-11  0.9830960068160849E-11
  0.1845000000000000E+02  0.3522706419150533E-11  0.9026701665100026E-11
  0.1850000000000000E+02  0.3228791190166569E-11  0.8287378093477215E-11
  0.1855000000000000E+02  0.2959063090466257E-11  0.7607835352711283E-11
  0.1860000000000000E+02  0.2711566010011305E-11  0.6983319975009140E-11
  0.1865000000000000E+02  0.2484498721026477E-11  0.6409448680810346E-11
  0.1870000000000000E+02  0.2276202920758274E-11  0.5882180264639821E-11
  0.1875000000000000E+02  0.2085152170193732E-11  0.5397789553200779E-11
  0.1880000000000000E+02  0.1909941663928468E-11  0.4952843288286488E-11
  0.1885000000000000E+02  0.1749278770869964E-11  0.4544177797145390E-11
  0.1890000000000000E+02  0.1601974289661219E-11  0.4168878322335157E-11
  0.1895000000000000E+02  0.1466934366631593E-11  0.3824259891892433E-11
  0.1900000000000000E+02  0.1343153027742096E-11  0.3507849618860941E-11
  0.1905000000000000E+02  0.1229705279408058E-11  0.3217370326896508E-11
  0.1910000000000000E+02  0.1125740736269202E-11  0.2950725405839188E-11
  0.1915000000000000E+02  0.1030477736949000E-11  0.2705984807838212E-11
  0.1920000000000000E+02  0.9431979116162687E-12  0.2481372100867002E-11
  0.1925000000000000E+02  0.8632411677449775E-12  0.2275252502299870E-11
  0.1930000000000000E+02  0.7900010628747764E-12  0.2086121820665218E-11
  0.1935000000000000E+02  0.7229205354170112E-12  0.1912596238767926E-11
  0.1940000000000000E+02  0.6614879666387907E-12  0.1753402876108206E-11
  0.1945000000000000E+02  0.6052335489015730E-12  0.1607371072937959E-11
  0.1950000000000000E+02  0.5537259370401048E-12  0.1473424342409695E-11
  0.1955000000000000E+02  0.5065691614508546E-12  0.1350572941105285E-11
  0.1960000000000000E+02  0.4633997830251821E-12  0.1237907011802123E-11
  0.1965000000000000E+02  0.4238842715187119E-12  0.1134590255658517E-11
  0.1970000000000000E+02  0.3877165903022152E-12  0.1039854094094704E-11
  0.1975000000000000E+02  0.3546159716977020E-12  0.9529922835263607E-12
  0.1980000000000000E+02  0.3243248682724541E-12  0.8733559487868526E-12
  0.1985000000000000E+02  0.2966070665498920E-12  0.8003490035674649E-12
  0.1990000000000000E+02  0.2712459506046376E-12  0.7334239285225880E-12
  0.1995000000000000E+02  0.2480429039454422E-12  0.6720778798417608E-12
  0.2000000000000000E+02  0.2268158389587004E-12  0.6158491030933149E-12
  0.2014000000000000E+02  0.1765241874526760E-12  0.4821549386086124E-12
  0.2028000000000000E+02  0.1373534873350124E-12  0.3774519922166130E-12
  0.2042000000000000E+02  0.1068581693374746E-12  0.2954806220600356E-12
  0.2056000000000000E+02  0.8312588478477331E-13  0.2313224390800857E-12
  0.2070000000000000E+02  0.6466259439980285E-13  0.1811160852356540E-12
  0.2084000000000000E+02  0.5030205315408318E-13  0.1418323654085094E-12
  0.2098000000000000E+02  0.3913460661719001E-13  0.1110965640199249E-12
  0.2112000000000000E+02  0.3045125053751618E-13  0.8704821686259373E-13
  0.2126000000000000E+02  0.2369973604901538E-13  0.6823057219922158E-13
  0.2140000000000000E+02  0.1845016745089109E-13  0.5350355265296151E-13
  0.2154000000000000E+02  0.1436807015531122E-13  0.4197529437059174E-13
  0.2168000000000000E+02  0.1119332933327244E-13  0.3294835244595316E-13
  0.2182000000000000E+02  0.8723736259754897E-14  0.2587747058875027E-13
  0.2196000000000000E+02  0.6802146565597165E-14  0.2033645829404602E-13
  0.2210000000000000E+02  0.5306466434467372E-14  0.1599223257464309E-13
  0.2224000000000000E+02  0.4141850430139822E-14  0.1258448977119755E-13
  0.2238000000000000E+02  0.3234627099276562E-14  0.9909797135837310E-14
  0.2252000000000000E+02  0.2527572985830531E-14  0.7809150781654466E-14
  0.2266000000000000E+02  0.1976237992968868E-14  0.6158249861919593E-14
  0.2280000000000000E+02  0.1546089752800740E-14  0.4859897449971177E-14
  0.2294000000000000E+02  0.1210295493004085E-14  0.3838065311305312E-14
  0.2308000000000000E+02  0.9479997505559545E-15  0.3033259609484902E-14
  0.2322000000000000E+02  0.7429875012624419E-15  0.2398903164351494E-14
  0.2336000000000000E+02  0.5826466925769761E-15  0.1898511641792128E-14
  0.2350000000000000E+02  0.4571632443670924E-15  0.1503489541895846E-14
  0.2364000000000000E+02  0.3588964693900759E-15  0.1191409878043287E-14
  0.2378000000000000E+02  0.2818944701680244E-15  0.9446712303518371E-15
  0.2392000000000000E+02  0.2215181063274805E-15  0.7494491742900499E-15
  0.2406000000000000E+02  0.1741491578644504E-15  0.5948773200236811E-15
  0.2420000000000000E+02  0.1369637758452265E-15  0.4724074467981643E-15
  0.2434000000000000E+02  0.1077565579821766E-15  0.3753093428154541E-15
  0.2448000000000000E+02  0.8480388242598189E-16  0.2982796434923485E-15
  0.2462000000000000E+02  0.6675769002216875E-16  0.2371357327575847E-15
  0.2476000000000000E+02  0.5256288786292893E-16  0.1885760512175495E-15
  0.2490000000000000E+02  0.4139308357010053E-16  0.1499922690858160E-15
  0.2504000000000000E+02  0.3260055029052248E-16  0.1193219869916986E-15
  0.2518000000000000E+02  0.2567724457824849E-16  0.9493312448234451E-16
  0.2532000000000000E+02  0.2022441355464212E-16  0.7553310066412616E-16
  0.2546000000000000E+02  0.1592888084512931E-16  0.6009742607873602E-16
  0.2560000000000000E+02  0.1254452914386205E-16  0.4781350477429515E-16
  0.2574000000000000E+02  0.9877829032970182E-17  0.3803636479293912E-16
  0.2588000000000000E+02  0.7776520709380468E-17  0.3025375172486788E-16
  0.2602000000000000E+02  0.6120754449422851E-17  0.2405857854477573E-16
  0.2616000000000000E+02  0.4816150048731720E-17  0.1912716064185693E-16
  0.2630000000000000E+02  0.3788355231069202E-17  0.1520200499942280E-16
  0.2644000000000000E+02  0.2978775951302982E-17  0.1207818804509850E-16
  0.2658000000000000E+02  0.2341223677874990E-17  0.9592564241730869E-17
  0.2672000000000000E+02  0.1839280809824415E-17  0.7615209826728485E-17
  0.2686000000000000E+02  0.1444228983222917E-17  0.6042633192626774E-17
  0.2700000000000000E+02  0.1133418952297493E-17  0.4792382982090707E-17
  0.2714000000000000E+02  0.8889871584823589E-18  0.3798763075897193E-17
  0.2728000000000000E+02  0.6968447034049089E-18  0.3009424977012697E-17
  0.2742000000000000E+02  0.5458805181980626E-18  0.2382656294403033E-17
  0.2756000000000000E+02  0.4273330778645554E-18  0.1885221956864704E-17
  0.2770000000000000E+02  0.3342948258820491E-18  0.1490644663075644E-17
  0.2784000000000000E+02  0.2613211561201710E-18  0.1177834634629840E-17
  0.2798000000000000E+02  0.2041218164093431E-18  0.9299973399120256E-18
  0.2812000000000000E+02  0.1593173159639333E-18  0.7337625586301341E-18
  0.2826000000000000E+02  0.1242466213761876E-18  0.5784897897323915E-18
  0.2840000000000000E+02  0.9681533421275023E-19  0.4557142198129259E-18
  0.2854000000000000E+02  0.7537582970957349E-19  0.3587047753326133E-18
  0.2868000000000000E+02  0.5863263512619651E-19  0.2821115809484717E-18
  0.2882000000000000E+02  0.4556774298819971E-19  0.2216847532361605E-18
  0.2896000000000000E+02  0.3538167080645570E-19  0.1740501223608723E-18
  0.2910000000000000E+02  0.2744695915978455E-19  0.1365303895209380E-18
  0.2924000000000000E+02  0.2127149459930330E-19  0.1070025497497715E-18
  0.2938000000000000E+02  0.1646959215678251E-19  0.8378426001766714E-19
  0.2952000000000000E+02  0.1273920531133614E-19  0.6554330814520535E-19
  0.2966000000000000E+02  0.9843973448655484E-20  0.5122551537090997E-19
  0.2980000000000000E+02  0.7599087298059075E-20  0.3999734522059516E-19
  0.2994000000000000E+02  0.5860166643919013E-20  0.3120024181283354E-19
  0.3008000000000000E+02  0.4514513670883459E-20  0.2431432022364832E-19
  0.3022000000000000E+02  0.3474238995517615E-20  0.1892951051312964E-19
  0.3036000000000000E+02  0.2670863163105856E-20  0.1472263976874631E-19
  0.3050000000000000E+02  0.2051079994049615E-20  0.1143924239895219E-19
  0.3064000000000000E+02  0.1573434270072023E-20  0.8879133355091608E-20
  0.3078000000000000E+02  0.1205718509682385E-20  0.6884974293655926E-20
  0.3092000000000000E+02  0.9229348850118768E-21  0.5333218758359168E-20
  0.3106000000000000E+02  0.7057009650606084E-21  0.4126947129024264E-20
  0.3120000000000000E+02  0.5390037437095507E-21  0.3190201641464877E-20
  0.3134000000000000E+02  0.4112267575832070E-21  0.2463511259799925E-20
  0.3148000000000000E+02  0.3133911536316114E-21  0.1900359604314279E-20
  0.3162000000000000E+02  0.2385642275286268E-21  0.1464399724215397E-20
  0.3176000000000000E+02  0.1813989329656622E-21  0.1127259832297361E-20
  0.3190000000000000E+02  0.1377757217685569E-21  0.8668162497496680E-21
  0.3204000000000000E+02  0.1045242611833867E-21  0.6658353942551358E-21
  0.3218000000000000E+02  0.7920744034172921E-22  0.5109070033419218E-21
  0.3232000000000000E+02  0.5995390180010980E-22  0.3916069737561121E-21
  0.3246000000000000E+02  0.4532833673302593E-22  0.2998410609193777E-21
  0.3260000000000000E+02  0.3423113817273577E-22  0.2293308954291979E-21
  0.3274000000000000E+02  0.2582085333330898E-22  0.1752118754886465E-21
  0.3288000000000000E+02  0.1945432223630208E-22  0.1337189159517140E-21
  0.3302000000000000E+02  0.1464052132981862E-22  0.1019411202424454E-21
  0.3316000000000000E+02  0.1100501517094019E-22  0.7763046510209330E-22
  0.3330000000000000E+02  0.8262609784055740E-23  0.5905276865721944E-22
  0.3344000000000000E+02  0.6196339938296312E-23  0.4487172393073138E-22
  0.3358000000000000E+02  0.4641342278299256E-23  0.3405876134994487E-22
  0.3372000000000000E+02  0.3472492903155760E-23  0.2582306537902273E-22
  0.3386000000000000E+02  0.2594941959032827E-23  0.1955729981121111E-22
  0.3400000000000000E+02  0.1936875044906861E-23  0.1479556313544250E-22
  0.3414000000000000E+02  0.1443984228078786E-23  0.1118085498869679E-22
  0.3428000000000000E+02  0.1075250010847877E-23  0.8439930809399296E-23
  0.3442000000000000E+02  0.7997273322896247E-24  0.6363889092485862E-23
  0.3456000000000000E+02  0.5940996049862074E-24  0.4793201542933694E-23
  0.3470000000000000E+02  0.4408195379061761E-24  0.3606182607378238E-23
  0.3484000000000000E+02  0.3266977167260556E-24  0.2710118444119867E-23
  0.3498000000000000E+02  0.2418324300047508E-24  0.2034449863670145E-23
  0.3512000000000000E+02  0.1787992428024891E-24  0.1525539763765990E-23
  0.3526000000000000E+02  0.1320380363432081E-24  0.1142661457490843E-23
  0.3540000000000000E+02  0.9738997779574148E-25  0.8549266236169486E-24
  0.3554000000000000E+02  0.7174818441204510E-25  0.6389355544647075E-24
  0.3568000000000000E+02  0.5279449514794010E-25  0.4769819845194618E-24
  0.3582000000000000E+02  0.3880137412680660E-25  0.3556832216747887E-24
  0.3596000000000000E+02  0.2848301749042965E-25  0.2649360512699447E-24
  0.3610000000000000E+02  0.2088358337934681E-25  0.1971218780035511E-24
  0.3624000000000000E+02  0.1529339503959181E-25  0.1465023239358244E-24
  0.3638000000000000E+02  0.1118619544121553E-25  0.1087601903610269E-24
  0.3652000000000000E+02  0.8172224230135379E-26  0.8065123458769928E-25
  0.3666000000000000E+02  0.5963171547824641E-26  0.5974032280599898E-25
  0.3680000000000000E+02  0.4346035678802588E-26  0.4420175110434620E-25
  0.3694000000000000E+02  0.3163647144227314E-26  0.3266830789966753E-25
  0.3708000000000000E+02  0.2300177669828536E-26  0.2411731533679243E-25
  0.3722000000000000E+02  0.1670371834456214E-26  0.1778469204815277E-25
  0.3736000000000000E+02  0.1211555224659865E-26  0.1310022398008903E-25
  0.3750000000000000E+02  0.8777107408283262E-27  0.9638867309881029E-26
  0.3764000000000000E+02  0.6350934358180514E-27  0.7084156125450256E-26
  0.3778000000000000E+02  0.4589884194816787E-27  0.5200738602313156E-26
  0.3792000000000000E+02  0.3313169195519464E-27  0.3813788914916276E-26
  0.3806000000000000E+02  0.2388708644514900E-27  0.2793591828054583E-26
  0.3820000000000000E+02  0.1720126285546679E-27  0.2044014058292503E-26
  0.3834000000000000E+02  0.1237185953286395E-27  0.1493892651029857E-26
  0.3848000000000000E+02  0.8887652056043854E-28  0.1090609937679609E-26
  0.3862000000000000E+02  0.6377000451524469E-28  0.7953055686840640E-27
  0.3876000000000000E+02  0.4570072839420330E-28  0.5793127371525103E-27
  0.3890000000000000E+02  0.3271199285123793E-28  0.4215087393735781E-27
  0.3904000000000000E+02  0.2338665074638862E-28  0.3063476234284790E-27
  0.3918000000000000E+02  0.1669960309315252E-28  0.2224010579679743E-27
  0.3932000000000000E+02  0.1191026184611718E-28  0.1612774176321204E-27
  0.3946000000000000E+02  0.8484250136415437E-29  0.1168219982560260E-27
  0.3960000000000000E+02  0.6036463371115897E-29  0.8452594567199029E-28
  0.3974000000000000E+02  0.4289716451552697E-29  0.6108994940568308E-28
  0.3988000000000000E+02  0.3044748867041019E-29  0.4410255948327628E-28
  0.4002000000000000E+02  0.2158495805489376E-29  0.3180329431519567E-28
  0.4016000000000000E+02  0.1528367343906633E-29  0.2290839648237938E-28
  0.4030000000000000E+02  0.1080888934139757E-29  0.1648282040306471E-28
  0.4044000000000000E+02  0.7635036989494452E-30  0.1184629653543637E-28
  0.4058000000000000E+02  0.5386639972412118E-30  0.8504482560963732E-29
  0.4072000000000000E+02  0.3795783734425962E-30  0.6098561351407705E-29
  0.4086000000000000E+02  0.2671539854760212E-30  0.4368386850227355E-29
  0.4100000000000000E+02  0.1878012686047909E-30  0.3125568068451129E-29
  0.4114000000000000E+02  0.1318596854176657E-30  0.2233834491433049E-29
  0.4128000000000000E+02  0.9247028207685673E-31  0.1594730014322123E-29
  0.4142000000000000E+02  0.6476926194115069E-31  0.1137201627156110E-29
  0.4156000000000000E+02  0.4531190478059034E-31  0.8100314640513875E-30
  0.4170000000000000E+02  0.3166155804684592E-31  0.5763421723995508E-30
  0.4184000000000000E+02  0.2209677161196720E-31  0.4096122974371193E-30
  0.4198000000000000E+02  0.1540288035573110E-31  0.2907901105094868E-30
  0.4212000000000000E+02  0.1072387190999453E-31  0.2062055346784717E-30
  0.4226000000000000E+02  0.7457235288030094E-32  0.1460612533167863E-30
  0.4240000000000000E+02  0.5179413900466657E-32  0.1033436335779058E-30
  0.4254000000000000E+02  0.3593022414713929E-32  0.7303758588736315E-31
  0.4268000000000000E+02  0.2489520831823754E-32  0.5156120389305850E-31
  0.4282000000000000E+02  0.1722852614832894E-32  0.3635914162939153E-31
  0.4296000000000000E+02  0.1190849848547176E-32  0.2561050279420301E-31
  0.4310000000000000E+02  0.8221335996266560E-33  0.1801924016481209E-31
  0.4324000000000000E+02  0.5668971808818311E-33  0.1266393589618566E-31
  0.4338000000000000E+02  0.3904295680528746E-33  0.8890266262188847E-32
  0.4352000000000000E+02  0.2685700639667172E-33  0.6234112584332847E-32
  0.4366000000000000E+02  0.1845223600544514E-33  0.4366649107415493E-32
  0.4380000000000000E+02  0.1266242514517326E-33  0.3055172245574847E-32
  0.4394000000000000E+02  0.8678831781937555E-34  0.2135191482783119E-32
  0.4408000000000000E+02  0.5941308956948002E-34  0.1490567505560575E-32
  0.4422000000000000E+02  0.4062370100963863E-34  0.1039393824072684E-32
  0.4436000000000000E+02  0.2774299342916178E-34  0.7239727909725184E-33
  0.4450000000000000E+02  0.1892359437652312E-34  0.5037069626674641E-33
  0.4464000000000000E+02  0.1289230049519392E-34  0.3500638198608215E-33
  0.4478000000000000E+02  0.8772708210580243E-35  0.2430132928841241E-33
  0.4492000000000000E+02  0.5962294501609666E-35  0.1685102517461960E-33
  0.4506000000000000E+02  0.4047339503203654E-35  0.1167175285710087E-33
  0.4520000000000000E+02  0.2744115073995891E-35  0.8075311063424256E-34
  0.4534000000000000E+02  0.1858281371992450E-35  0.5580791819489717E-34
  0.4548000000000000E+02  0.1256889495339742E-35  0.3852527348214604E-34
  0.4562000000000000E+02  0.8491006785491898E-36  0.2656494650549682E-34
  0.4576000000000000E+02  0.5729249646886916E-36  0.1829723342936422E-34
  0.4590000000000000E+02  0.3861115310875380E-36  0.1258853347092482E-34
  0.4604000000000000E+02  0.2598987931605653E-36  0.8651233530448222E-35
  0.4618000000000000E+02  0.1747319078750252E-36  0.5938736777770559E-35
  0.4632000000000000E+02  0.1173320448321746E-36  0.4072144866658745E-35
  0.4646000000000000E+02  0.7869325763472369E-37  0.2789108581169000E-35
  0.4660000000000000E+02  0.5271508024212228E-37  0.1908185711357117E-35
  0.4674000000000000E+02  0.3527026176132244E-37  0.1304033739918324E-35
  0.4688000000000000E+02  0.2356996601375839E-37  0.8901638292966358E-36
  0.4702000000000000E+02  0.1573206354578112E-37  0.6069654059536567E-36
  0.4716000000000000E+02  0.1048790849326856E-37  0.4134002831752962E-36
  0.4730000000000000E+02  0.6983426210232079E-38  0.2812486125640173E-36
  0.4744000000000000E+02  0.4644347091637286E-38  0.1911273106120933E-36
  0.4758000000000000E+02  0.3085014789260130E-38  0.1297381803896597E-36
  0.4772000000000000E+02  0.2046757038584236E-38  0.8796815874220581E-37
  0.4786000000000000E+02  0.1356287613119044E-38  0.5957935513227365E-37
  0.4800000000000000E+02  0.8976638968832086E-39  0.4030682991141442E-37
  0.4808000000000000E+02  0.7086910771071548E-39  0.3222393226751444E-37
  0.4816000000000000E+02  0.5592799097555979E-39  0.2575249051932945E-37
  0.4824000000000000E+02  0.4411949385876394E-39  0.2057314718837796E-37
  0.4832000000000000E+02  0.3479051617088621E-39  0.1642944974951206E-37
  0.4840000000000000E+02  0.2742333513058602E-39  0.1311553715691080E-37
  0.4848000000000000E+02  0.2160770878153721E-39  0.1046622134068331E-37
  0.4856000000000000E+02  0.1701869335048268E-39  0.8349000892427022E-38
  0.4864000000000000E+02  0.1339901138752323E-39  0.6657632983534062E-38
  0.4872000000000000E+02  0.1054504281587797E-39  0.5306961453437748E-38
  0.4880000000000000E+02  0.8295699017722858E-40  0.4228757171266949E-38
  0.4888000000000000E+02  0.6523590235838330E-40  0.3368373816139677E-38
  0.4896000000000000E+02  0.5128016446331199E-40  0.2682060251347267E-38
  0.4904000000000000E+02  0.4029407520843734E-40  0.2134801400317050E-38
  0.4912000000000000E+02  0.3164914805900784E-40  0.1698584358064579E-38
  0.4920000000000000E+02  0.2484917092413308E-40  0.1351006518309330E-38
  0.4928000000000000E+02  0.1950252443295362E-40  0.1074158677332068E-38
  0.4936000000000000E+02  0.1530025982365399E-40  0.8537291312838282E-39
  0.4944000000000000E+02  0.1199874514959588E-40  0.6782853135509027E-39
  0.4952000000000000E+02  0.9405933420130358E-41  0.5386980082468968E-39
  0.4960000000000000E+02  0.7370501167935033E-41  0.4276800176614682E-39
  0.4968000000000000E+02  0.5773260928752419E-41  0.3394166731939751E-39
  0.4976000000000000E+02  0.4520374343035299E-41  0.2692700177793376E-39
  0.4984000000000000E+02  0.3537990513529466E-41  0.2135420606516968E-39
  0.4992000000000000E+02  0.2768012039917424E-41  0.1692853801961692E-39
  0.5000000000000000E+02  0.2164752916603472E-41  0.1341516630462809E-39
  0.5008000000000000E+02  0.1692301502225734E-41  0.1062706268269108E-39
  0.5016000000000000E+02  0.1322440662109018E-41  0.8415326824460269E-40
  0.5024000000000000E+02  0.1033008027978784E-41  0.6661457875408319E-40
  0.5032000000000000E+02  0.8066037686088522E-42  0.5271183416078119E-40
  0.5040000000000000E+02  0.6295726380201614E-42  0.4169533850192904E-40
  0.5048000000000000E+02  0.4912024119891340E-42  0.3296912364297543E-40
  0.5056000000000000E+02  0.3830929717271511E-42  0.2605960423836109E-40
  0.5064000000000000E+02  0.2986599073517985E-42  0.2059058719273458E-40
  0.5072000000000000E+02  0.2327441187299325E-42  0.1626335495896948E-40
  0.5080000000000000E+02  0.1813049046664222E-42  0.1284079855932730E-40
  0.5088000000000000E+02  0.1411787843401297E-42  0.1013478168833940E-40
  0.5096000000000000E+02  0.1098900499934467E-42  0.7996081755862376E-41
  0.5104000000000000E+02  0.8550201540806897E-43  0.6306385375171491E-41
  0.5112000000000000E+02  0.6650026569615454E-43  0.4971921114358419E-41
  0.5120000000000000E+02  0.5170106115685557E-43  0.3918396544300384E-41
  0.5128000000000000E+02  0.4017950493674454E-43  0.3086973933731853E-41
  0.5136000000000000E+02  0.3121323294846286E-43  0.2431072731091497E-41
  0.5144000000000000E+02  0.2423828979337960E-43  0.1913829935776686E-41
  0.5152000000000000E+02  0.1881456758822789E-43  0.1506083763855316E-41
  0.5160000000000000E+02  0.1459874615791735E-43  0.1184773390352498E-41
  0.5168000000000000E+02  0.1132311506624343E-43  0.9316693916093244E-42
  0.5176000000000000E+02  0.8779005720387939E-44  0.7323669294759450E-42
  0.5184000000000000E+02  0.6803835285150718E-44  0.5754876045747889E-42
  0.5192000000000000E+02  0.5270979148346772E-44  0.4520469707902357E-42
  0.5200000000000000E+02  0.4081857629925612E-44  0.3549535170152625E-42
  0.5208000000000000E+02  0.3159755333902715E-44  0.2786119402489502E-42
  0.5216000000000000E+02  0.2444995736240735E-44  0.2186091201095783E-42
  0.5224000000000000E+02  0.1891175375459692E-44  0.1714656492164659E-42
  0.5232000000000000E+02  0.1462226163725104E-44  0.1344393086249834E-42
  0.5240000000000000E+02  0.1130124641363819E-44  0.1053696876692309E-42
  0.5248000000000000E+02  0.8731064291624187E-45  0.8255538083129438E-43
  0.5256000000000000E+02  0.6742750280237680E-45  0.6465696836105797E-43
  0.5264000000000000E+02  0.5205183124833364E-45  0.5062039617274172E-43
  0.5272000000000000E+02  0.4016650075907452E-45  0.3961648882894770E-43
  0.5280000000000000E+02  0.3098282623877752E-45  0.3099321675518511E-43
  0.5288000000000000E+02  0.2388950286134974E-45  0.2423804263186804E-43
  0.5296000000000000E+02  0.1841290196501503E-45  0.1894822992972697E-43
  0.5304000000000000E+02  0.1418621107403879E-45  0.1480743881465659E-43
  0.5312000000000000E+02  0.1092545774351105E-45  0.1156728502718535E-43
  0.5320000000000000E+02  0.8410889236364039E-46  0.9032814820977084E-44
  0.5328000000000000E+02  0.6472517505337943E-46  0.7051068706488876E-44
  0.5336000000000000E+02  0.4978902267284259E-46  0.5502080570049920E-44
  0.5344000000000000E+02  0.3828450330259100E-46  0.4291796236962023E-44
  0.5352000000000000E+02  0.2942669448818859E-46  0.3346504269026641E-44
  0.5360000000000000E+02  0.2260939761674387E-46  0.2608457721423205E-44
  0.5368000000000000E+02  0.1736463066559920E-46  0.2032433480831012E-44
  0.5376000000000000E+02  0.1333125873678686E-46  0.1583029431411179E-44
  0.5384000000000000E+02  0.1023071088910760E-46  0.1232542031421652E-44
  0.5392000000000000E+02  0.7848190108644388E-47  0.9593002942664856E-45
  0.5400000000000000E+02  0.6018139699101216E-47  0.7463585250214117E-45
  0.5408000000000000E+02  0.4613006461132449E-47  0.5804709480984419E-45
  0.5416000000000000E+02  0.3534556341656483E-47  0.4512877455657332E-45
  0.5424000000000000E+02  0.2707165473650837E-47  0.3507249355124501E-45
  0.5432000000000000E+02  0.2072639373421528E-47  0.2724706884186363E-45
  0.5440000000000000E+02  0.1586213834847565E-47  0.2115986857498953E-45
  0.5448000000000000E+02  0.1213469236267000E-47  0.1642654263165790E-45
