         #eta                 varrho1                 varrho2
  0.5440000000000000E+02  0.4198040530647816E-11  0.1371408097798494E-11
  0.5448000000000000E+02  0.4148923907209700E-11  0.1355451894954117E-11
  0.5456000000000000E+02  0.4100449550960216E-11  0.1339703090704673E-11
  0.5464000000000000E+02  0.4052608136758455E-11  0.1324158692293021E-11
  0.5472000000000000E+02  0.4005390488845893E-11  0.1308815754595948E-11
  0.5480000000000000E+02  0.3958787578231425E-11  0.1293671379296694E-11
  0.5488000000000000E+02  0.3912790520125969E-11  0.1278722714072995E-11
  0.5496000000000000E+02  0.3867390571425610E-11  0.1263966951800345E-11
  0.5504000000000000E+02  0.3822579128242235E-11  0.1249401329770149E-11
  0.5512000000000000E+02  0.3778347723480850E-11  0.1235023128922494E-11
  0.5520000000000000E+02  0.3734688024462471E-11  0.1220829673093240E-11
  0.5528000000000000E+02  0.3691591830591769E-11  0.1206818328275125E-11
  0.5536000000000000E+02  0.3649051071068478E-11  0.1192986501892612E-11
  0.5544000000000000E+02  0.3607057802641796E-11  0.1179331642090235E-11
  0.5552000000000000E+02  0.3565604207406750E-11  0.1165851237034109E-11
  0.5560000000000000E+02  0.3524682590641887E-11  0.1152542814226424E-11
  0.5568000000000000E+02  0.3484285378687232E-11  0.1139403939832579E-11
  0.5576000000000000E+02  0.3444405116861898E-11  0.1126432218020780E-11
  0.5584000000000000E+02  0.3405034467420414E-11  0.1113625290313803E-11
  0.5592000000000000E+02  0.3366166207547092E-11  0.1100980834952713E-11
  0.5600000000000000E+02  0.3327793227387622E-11  0.1088496566272278E-11
  0.5608000000000000E+02  0.3289908528117115E-11  0.1076170234087869E-11
  0.5616000000000000E+02  0.3252505220044000E-11  0.1063999623093610E-11
  0.5624000000000000E+02  0.3215576520748898E-11  0.1051982552271542E-11
  0.5632000000000000E+02  0.3179115753257891E-11  0.1040116874311622E-11
  0.5640000000000000E+02  0.3143116344249440E-11  0.1028400475042301E-11
  0.5648000000000000E+02  0.3107571822294338E-11  0.1016831272871503E-11
  0.5656000000000000E+02  0.3072475816127990E-11  0.1005407218237787E-11
  0.5664000000000000E+02  0.3037822052954440E-11  0.9941262930715112E-12
  0.5672000000000000E+02  0.3003604356781429E-11  0.9829865102657717E-12
  0.5680000000000000E+02  0.2969816646785989E-11  0.9719859131569557E-12
  0.5688000000000000E+02  0.2936452935709873E-11  0.9611225750147139E-12
  0.5696000000000000E+02  0.2903507328284284E-11  0.9503945985411601E-12
  0.5704000000000000E+02  0.2870974019683318E-11  0.9398001153791226E-12
  0.5712000000000000E+02  0.2838847294005557E-11  0.9293372856292818E-12
  0.5720000000000000E+02  0.2807121522783248E-11  0.9190042973760069E-12
  0.5728000000000000E+02  0.2775791163518569E-11  0.9087993662217415E-12
  0.5736000000000000E+02  0.2744850758246401E-11  0.8987207348297455E-12
  0.5744000000000000E+02  0.2714294932123119E-11  0.8887666724750669E-12
  0.5752000000000000E+02  0.2684118392040907E-11  0.8789354746035580E-12
  0.5760000000000000E+02  0.2654315925267089E-11  0.8692254623987950E-12
  0.5768000000000000E+02  0.2624882398107935E-11  0.8596349823567372E-12
  0.5776000000000000E+02  0.2595812754596594E-11  0.8501624058679984E-12
  0.5784000000000000E+02  0.2567102015204562E-11  0.8408061288075592E-12
  0.5792000000000000E+02  0.2538745275576335E-11  0.8315645711318020E-12
  0.5800000000000000E+02  0.2510737705286653E-11  0.8224361764827049E-12
  0.5808000000000000E+02  0.2483074546620105E-11  0.8134194117990821E-12
  0.5816000000000000E+02  0.2455751113372474E-11  0.8045127669347187E-12
  0.5824000000000000E+02  0.2428762789673517E-11  0.7957147542832719E-12
  0.5832000000000000E+02  0.2402105028830749E-11  0.7870239084098288E-12
  0.5840000000000000E+02  0.2375773352193765E-11  0.7784387856889572E-12
  0.5848000000000000E+02  0.2349763348038814E-11  0.7699579639491644E-12
  0.5856000000000000E+02  0.2324070670473157E-11  0.7615800421236218E-12
  0.5864000000000000E+02  0.2298691038358845E-11  0.7533036399070425E-12
  0.5872000000000000E+02  0.2273620234255590E-11  0.7451273974185921E-12
  0.5880000000000000E+02  0.2248854103382302E-11  0.7370499748707262E-12
  0.5888000000000000E+02  0.2224388552596989E-11  0.7290700522438374E-12
  0.5896000000000000E+02  0.2200219549394664E-11  0.7211863289666053E-12
  0.5904000000000000E+02  0.2176343120922870E-11  0.7133975236019398E-12
  0.5912000000000000E+02  0.2152755353014554E-11  0.7057023735384138E-12
  0.5920000000000000E+02  0.2129452389237947E-11  0.6980996346870866E-12
  0.5928000000000000E+02  0.2106430429963085E-11  0.6905880811836133E-12
  0.5936000000000000E+02  0.2083685731444696E-11  0.6831665050955379E-12
  0.5944000000000000E+02  0.2061214604921169E-11  0.6758337161346833E-12
  0.5952000000000000E+02  0.2039013415729230E-11  0.6685885413745322E-12
  0.5960000000000000E+02  0.2017078582434119E-11  0.6614298249725195E-12
  0.5968000000000000E+02  0.1995406575974870E-11  0.6543564278971271E-12
  0.5976000000000000E+02  0.1973993918824548E-11  0.6473672276597084E-12
  0.5984000000000000E+02  0.1952837184165021E-11  0.6404611180509472E-12
  0.5992000000000000E+02  0.1931932995076108E-11  0.6336370088818675E-12
  0.6000000000000000E+02  0.1911278023738770E-11  0.6268938257293040E-12
  0.6008000000000000E+02  0.1890868990652098E-11  0.6202305096857624E-12
  0.6016000000000000E+02  0.1870702663863866E-11  0.6136460171135793E-12
  0.6024000000000000E+02  0.1850775858214367E-11  0.6071393194033033E-12
  0.6032000000000000E+02  0.1831085434593294E-11  0.6007094027362284E-12
  0.6040000000000000E+02  0.1811628299209420E-11  0.5943552678509860E-12
  0.6048000000000000E+02  0.1792401402872879E-11  0.5880759298141431E-12
  0.6056000000000000E+02  0.1773401740289731E-11  0.5818704177947152E-12
  0.6064000000000000E+02  0.1754626349368695E-11  0.5757377748425325E-12
  0.6072000000000000E+02  0.1736072310539724E-11  0.5696770576703817E-12
  0.6080000000000000E+02  0.1717736746084261E-11  0.5636873364398616E-12
  0.6088000000000000E+02  0.1699616819476964E-11  0.5577676945508820E-12
  0.6096000000000000E+02  0.1681709734738651E-11  0.5519172284347363E-12
  0.6104000000000000E+02  0.1664012735800293E-11  0.5461350473506865E-12
  0.6112000000000000E+02  0.1646523105877846E-11  0.5404202731859964E-12
  0.6120000000000000E+02  0.1629238166857707E-11  0.5347720402593515E-12
  0.6128000000000000E+02  0.1612155278692635E-11  0.5291894951275983E-12
  0.6136000000000000E+02  0.1595271838807893E-11  0.5236717963957502E-12
  0.6144000000000000E+02  0.1578585281517484E-11  0.5182181145301968E-12
  0.6152000000000000E+02  0.1562093077450258E-11  0.5128276316750615E-12
  0.6160000000000000E+02  0.1545792732985720E-11  0.5074995414716476E-12
  0.6168000000000000E+02  0.1529681789699376E-11  0.5022330488809153E-12
  0.6176000000000000E+02  0.1513757823817411E-11  0.4970273700089454E-12
  0.6184000000000000E+02  0.1498018445680576E-11  0.4918817319353229E-12
  0.6192000000000000E+02  0.1482461299217092E-11  0.4867953725443969E-12
  0.6200000000000000E+02  0.1467084061424386E-11  0.4817675403593602E-12
  0.6208000000000000E+02  0.1451884441859552E-11  0.4767974943791032E-12
  0.6216000000000000E+02  0.1436860182138337E-11  0.4718845039177868E-12
  0.6224000000000000E+02  0.1422009055442518E-11  0.4670278484470884E-12
  0.6232000000000000E+02  0.1407328866035515E-11  0.4622268174410769E-12
  0.6240000000000000E+02  0.1392817448786085E-11  0.4574807102236600E-12
  0.6248000000000000E+02  0.1378472668699968E-11  0.4527888358185695E-12
  0.6256000000000000E+02  0.1364292420459325E-11  0.4481505128018301E-12
  0.6264000000000000E+02  0.1350274627969849E-11  0.4435650691566763E-12
  0.6272000000000000E+02  0.1336417243915391E-11  0.4390318421308619E-12
  0.6280000000000000E+02  0.1322718249319970E-11  0.4345501780963335E-12
  0.6288000000000000E+02  0.1309175653117053E-11  0.4301194324112160E-12
  0.6296000000000000E+02  0.1295787491725972E-11  0.4257389692840739E-12
  0.6304000000000000E+02  0.1282551828635315E-11  0.4214081616404057E-12
  0.6312000000000000E+02  0.1269466753993223E-11  0.4171263909913338E-12
  0.6320000000000000E+02  0.1256530384204424E-11  0.4128930473044506E-12
  0.6328000000000000E+02  0.1243740861533920E-11  0.4087075288767835E-12
  0.6336000000000000E+02  0.1231096353717180E-11  0.4045692422098384E-12
  0.6344000000000000E+02  0.1218595053576735E-11  0.4004776018866897E-12
  0.6352000000000000E+02  0.1206235178645080E-11  0.3964320304510767E-12
  0.6360000000000000E+02  0.1194014970793743E-11  0.3924319582884762E-12
  0.6368000000000000E+02  0.1181932695868424E-11  0.3884768235091086E-12
  0.6376000000000000E+02  0.1169986643330101E-11  0.3845660718328543E-12
  0.6384000000000000E+02  0.1158175125901995E-11  0.3806991564760360E-12
  0.6392000000000000E+02  0.1146496479222299E-11  0.3768755380400439E-12
  0.6400000000000000E+02  0.1134949061502546E-11  0.3730946844017648E-12
