         #eta                     f1                      f12
  0.1520000000000000E+02  0.8833621151673380E-06  0.6822959372684526E-07
  0.1525000000000000E+02  0.8625992200281603E-06  0.6650739111305946E-07
  0.1530000000000000E+02  0.8423742140402511E-06  0.6483365845589416E-07
  0.1535000000000000E+02  0.8226719352168273E-06  0.6320689647826077E-07
  0.1540000000000000E+02  0.8034776818400747E-06  0.6162565650542763E-07
  0.1545000000000000E+02  0.7847771975787991E-06  0.6008853860378611E-07
  0.1550000000000000E+02  0.7665566571120661E-06  0.5859418979410632E-07
  0.1555000000000000E+02  0.7488026522409139E-06  0.5714130233606551E-07
  0.1560000000000000E+02  0.7315021784709961E-06  0.5572861208098279E-07
  0.1565000000000000E+02  0.7146426220494729E-06  0.5435489688982993E-07
  0.1570000000000000E+02  0.6982117474402295E-06  0.5301897511372706E-07
  0.1575000000000000E+02  0.6821976852219788E-06  0.5171970413425120E-07
  0.1580000000000000E+02  0.6665889203943932E-06  0.5045597896101616E-07
  0.1585000000000000E+02  0.6513742810779868E-06  0.4922673088408909E-07
  0.1590000000000000E+02  0.6365429275939028E-06  0.4803092617892556E-07
  0.1595000000000000E+02  0.6220843419103568E-06  0.4686756486160549E-07
  0.1600000000000000E+02  0.6079883174429037E-06  0.4573567949225305E-07
  0.1605000000000000E+02  0.5942449491961618E-06  0.4463433402462167E-07
  0.1610000000000000E+02  0.5808446242351020E-06  0.4356262269991106E-07
  0.1615000000000000E+02  0.5677780124744251E-06  0.4251966898297285E-07
  0.1620000000000000E+02  0.5550360577749384E-06  0.4150462453914405E-07
  0.1625000000000000E+02  0.5426099693362950E-06  0.4051666825002319E-07
  0.1630000000000000E+02  0.5304912133757679E-06  0.3955500526658159E-07
  0.1635000000000000E+02  0.5186715050831825E-06  0.3861886609807222E-07
  0.1640000000000000E+02  0.5071428008424082E-06  0.3770750573526651E-07
  0.1645000000000000E+02  0.4958972907102094E-06  0.3682020280661503E-07
  0.1650000000000000E+02  0.4849273911435544E-06  0.3595625876598922E-07
  0.1655000000000000E+02  0.4742257379668058E-06  0.3511499711071997E-07
  0.1660000000000000E+02  0.4637851795705322E-06  0.3429576262870615E-07
  0.1665000000000000E+02  0.4535987703339466E-06  0.3349792067341811E-07
  0.1670000000000000E+02  0.4436597642632975E-06  0.3272085646567466E-07
  0.1675000000000000E+02  0.4339616088387912E-06  0.3196397442111801E-07
  0.1680000000000000E+02  0.4244979390628778E-06  0.3122669750235976E-07
  0.1685000000000000E+02  0.4152625717030056E-06  0.3050846659481483E-07
  0.1690000000000000E+02  0.4062494997222026E-06  0.2980873990528228E-07
  0.1695000000000000E+02  0.3974528868910242E-06  0.2912699238237194E-07
  0.1700000000000000E+02  0.3888670625747186E-06  0.2846271515791662E-07
  0.1705000000000000E+02  0.3804865166895958E-06  0.2781541500854242E-07
  0.1710000000000000E+02  0.3723058948228596E-06  0.2718461383660923E-07
  0.1715000000000000E+02  0.3643199935103162E-06  0.2656984816976390E-07
  0.1720000000000000E+02  0.3565237556666305E-06  0.2597066867838132E-07
  0.1725000000000000E+02  0.3489122661629069E-06  0.2538663971020115E-07
  0.1730000000000000E+02  0.3414807475466285E-06  0.2481733884149287E-07
  0.1735000000000000E+02  0.3342245558991404E-06  0.2426235644411503E-07
  0.1740000000000000E+02  0.3271391768259914E-06  0.2372129526785649E-07
  0.1745000000000000E+02  0.3202202215756809E-06  0.2319377003747535E-07
  0.1750000000000000E+02  0.3134634232824665E-06  0.2267940706387595E-07
  0.1755000000000000E+02  0.3068646333290511E-06  0.2217784386888510E-07
  0.1760000000000000E+02  0.3004198178251147E-06  0.2168872882311332E-07
  0.1765000000000000E+02  0.2941250541978100E-06  0.2121172079640711E-07
  0.1770000000000000E+02  0.2879765278904509E-06  0.2074648882041785E-07
  0.1775000000000000E+02  0.2819705291657760E-06  0.2029271176283383E-07
  0.1780000000000000E+02  0.2761034500102924E-06  0.1985007801283851E-07
  0.1785000000000000E+02  0.2703717811363069E-06  0.1941828517737798E-07
  0.1790000000000000E+02  0.2647721090784025E-06  0.1899703978783515E-07
  0.1795000000000000E+02  0.2593011133811976E-06  0.1858605701672619E-07
  0.1800000000000000E+02  0.2539555638753656E-06  0.1818506040404973E-07
  0.1805000000000000E+02  0.2487323180389671E-06  0.1779378159293348E-07
  0.1810000000000000E+02  0.2436283184412746E-06  0.1741196007423782E-07
  0.1815000000000000E+02  0.2386405902663542E-06  0.1703934293978914E-07
  0.1820000000000000E+02  0.2337662389137616E-06  0.1667568464392896E-07
  0.1825000000000000E+02  0.2290024476738160E-06  0.1632074677307659E-07
  0.1830000000000000E+02  0.2243464754749782E-06  0.1597429782301603E-07
  0.1835000000000000E+02  0.2197956547009702E-06  0.1563611298362793E-07
  0.1840000000000000E+02  0.2153473890753370E-06  0.1530597393079937E-07
  0.1845000000000000E+02  0.2109991516112415E-06  0.1498366862525418E-07
  0.1850000000000000E+02  0.2067484826243499E-06  0.1466899111805647E-07
  0.1855000000000000E+02  0.2025929878067469E-06  0.1436174136254957E-07
  0.1860000000000000E+02  0.1985303363598862E-06  0.1406172503250214E-07
  0.1865000000000000E+02  0.1945582591846492E-06  0.1376875334624159E-07
  0.1870000000000000E+02  0.1906745471266550E-06  0.1348264289656313E-07
  0.1875000000000000E+02  0.1868770492750272E-06  0.1320321548621197E-07
  0.1880000000000000E+02  0.1831636713128775E-06  0.1293029796874225E-07
  0.1885000000000000E+02  0.1795323739178370E-06  0.1266372209456515E-07
  0.1890000000000000E+02  0.1759811712110138E-06  0.1240332436200497E-07
  0.1895000000000000E+02  0.1725081292528135E-06  0.1214894587318885E-07
  0.1900000000000000E+02  0.1691113645841141E-06  0.1190043219460274E-07
  0.1905000000000000E+02  0.1657890428113375E-06  0.1165763322215202E-07
  0.1910000000000000E+02  0.1625393772340050E-06  0.1142040305057125E-07
  0.1915000000000000E+02  0.1593606275134187E-06  0.1118859984703366E-07
  0.1920000000000000E+02  0.1562510983811491E-06  0.1096208572881636E-07
  0.1925000000000000E+02  0.1532091383860670E-06  0.1074072664488222E-07
  0.1930000000000000E+02  0.1502331386786791E-06  0.1052439226124477E-07
  0.1935000000000000E+02  0.1473215318315884E-06  0.1031295584998787E-07
  0.1940000000000000E+02  0.1444727906949349E-06  0.1010629418181535E-07
  0.1945000000000000E+02  0.1416854272856989E-06  0.9904287422011630E-08
  0.1950000000000000E+02  0.1389579917098057E-06  0.9706819029697863E-08
  0.1955000000000000E+02  0.1362890711159913E-06  0.9513775660272844E-08
  0.1960000000000000E+02  0.1336772886804279E-06  0.9325047070931126E-08
  0.1965000000000000E+02  0.1311213026211463E-06  0.9140526029155944E-08
  0.1970000000000000E+02  0.1286198052413148E-06  0.8960108224086691E-08
  0.1975000000000000E+02  0.1261715220004790E-06  0.8783692180665719E-08
  0.1980000000000000E+02  0.1237752106128782E-06  0.8611179176471525E-08
  0.1985000000000000E+02  0.1214296601720027E-06  0.8442473161149210E-08
  0.1990000000000000E+02  0.1191336903005719E-06  0.8277480678352408E-08
  0.1995000000000000E+02  0.1168861503251420E-06  0.8116110790113281E-08
  0.2000000000000000E+02  0.1146859184745853E-06  0.7958275003561033E-08
  0.2014000000000000E+02  0.1087677437720598E-06  0.7534411968293724E-08
  0.2028000000000000E+02  0.1031891194066709E-06  0.7135794622295524E-08
  0.2042000000000000E+02  0.9792871234648169E-07  0.6760756834488049E-08
  0.2056000000000000E+02  0.9296663636108480E-07  0.6407752902000387E-08
  0.2070000000000000E+02  0.8828434718567379E-07  0.6075348162124636E-08
  0.2084000000000000E+02  0.8386454576967981E-07  0.5762210381872205E-08
  0.2098000000000000E+02  0.7969108894590550E-07  0.5467101857285140E-08
  0.2112000000000000E+02  0.7574890691416588E-07  0.5188872160898267E-08
  0.2126000000000000E+02  0.7202392698616877E-07  0.4926451481377662E-08
  0.2140000000000000E+02  0.6850300308622468E-07  0.4678844504445153E-08
  0.2154000000000000E+02  0.6517385054586366E-07  0.4445124788793008E-08
  0.2168000000000000E+02  0.6202498576994310E-07  0.4224429594848920E-08
  0.2182000000000000E+02  0.5904567038774687E-07  0.4015955128012533E-08
  0.2196000000000000E+02  0.5622585953526200E-07  0.3818952161392860E-08
  0.2210000000000000E+02  0.5355615394453706E-07  0.3632722006164127E-08
  0.2224000000000000E+02  0.5102775554311094E-07  0.3456612800460123E-08
  0.2238000000000000E+02  0.4863242629115267E-07  0.3290016090270085E-08
  0.2252000000000000E+02  0.4636245000643730E-07  0.3132363678109747E-08
  0.2266000000000000E+02  0.4421059694777373E-07  0.2983124717340405E-08
  0.2280000000000000E+02  0.4217009094621336E-07  0.2841803031918400E-08
  0.2294000000000000E+02  0.4023457889043470E-07  0.2707934643094760E-08
  0.2308000000000000E+02  0.3839810238830790E-07  0.2581085486165971E-08
  0.2322000000000000E+02  0.3665507144089274E-07  0.2460849301817728E-08
  0.2336000000000000E+02  0.3500023997817257E-07  0.2346845687916026E-08
  0.2350000000000000E+02  0.3342868311775248E-07  0.2238718298796704E-08
  0.2364000000000000E+02  0.3193577601868211E-07  0.2136133180196341E-08
  0.2378000000000000E+02  0.3051717421257150E-07  0.2038777228963217E-08
  0.2392000000000000E+02  0.2916879530334792E-07  0.1946356767596490E-08
  0.2406000000000000E+02  0.2788680193541676E-07  0.1858596224491978E-08
  0.2420000000000000E+02  0.2666758593771736E-07  0.1775236911531456E-08
  0.2434000000000000E+02  0.2550775355825806E-07  0.1696035891345687E-08
  0.2448000000000000E+02  0.2440411171023218E-07  0.1620764927214926E-08
  0.2462000000000000E+02  0.2335365515680911E-07  0.1549209509150233E-08
  0.2476000000000000E+02  0.2235355456720654E-07  0.1481167950228996E-08
  0.2490000000000000E+02  0.2140114538171965E-07  0.1416450547742983E-08
  0.2504000000000000E+02  0.2049391742805346E-07  0.1354878804161198E-08
  0.2518000000000000E+02  0.1962950523560732E-07  0.1296284703316253E-08
  0.2532000000000000E+02  0.1880567899831961E-07  0.1240510037594967E-08
  0.2546000000000000E+02  0.1802033614034181E-07  0.1187405782254879E-08
  0.2560000000000000E+02  0.1727149344217633E-07  0.1136831513300623E-08
  0.2574000000000000E+02  0.1655727968802775E-07  0.1088654865640216E-08
  0.2588000000000000E+02  0.1587592879798578E-07  0.1042751028503710E-08
  0.2602000000000000E+02  0.1522577341131298E-07  0.9990022753470590E-09
  0.2616000000000000E+02  0.1460523888955929E-07  0.9572975256845790E-09
  0.2630000000000000E+02  0.1401283771049052E-07  0.9175319364956608E-09
  0.2644000000000000E+02  0.1344716422591210E-07  0.8796065210369045E-09
  0.2658000000000000E+02  0.1290688975840598E-07  0.8434277930611081E-09
  0.2672000000000000E+02  0.1239075801378971E-07  0.8089074346007964E-09
  0.2686000000000000E+02  0.1189758078776566E-07  0.7759619856174212E-09
  0.2700000000000000E+02  0.1142623394676219E-07  0.7445125539490475E-09
  0.2714000000000000E+02  0.1097565366439077E-07  0.7144845441103172E-09
  0.2728000000000000E+02  0.1054483289625910E-07  0.6858074036095999E-09
  0.2742000000000000E+02  0.1013281807709976E-07  0.6584143855503085E-09
  0.2756000000000000E+02  0.9738706025304731E-08  0.6322423263772195E-09
  0.2770000000000000E+02  0.9361641041002796E-08  0.6072314377148932E-09
  0.2784000000000000E+02  0.9000812184789380E-08  0.5833251113245941E-09
  0.2798000000000000E+02  0.8655450725118039E-08  0.5604697362791117E-09
  0.2812000000000000E+02  0.8324827743198801E-08  0.5386145275219765E-09
  0.2826000000000000E+02  0.8008251885023672E-08  0.5177113650393700E-09
  0.2840000000000000E+02  0.7705067250858614E-08  0.4977146429299317E-09
  0.2854000000000000E+02  0.7414651413208855E-08  0.4785811277099987E-09
  0.2868000000000000E+02  0.7136413554884286E-08  0.4602698252401533E-09
  0.2882000000000000E+02  0.6869792719366618E-08  0.4427418557033562E-09
  0.2896000000000000E+02  0.6614256166214341E-08  0.4259603361060214E-09
  0.2910000000000000E+02  0.6369297824738035E-08  0.4098902698111493E-09
  0.2924000000000000E+02  0.6134436839638790E-08  0.3944984426475799E-09
  0.2938000000000000E+02  0.5909216202731591E-08  0.3797533251716067E-09
  0.2952000000000000E+02  0.5693201465272953E-08  0.3656249806869516E-09
  0.2966000000000000E+02  0.5485979525781853E-08  0.3520849786565693E-09
  0.2980000000000000E+02  0.5287157488587563E-08  0.3391063131651548E-09
  0.2994000000000000E+02  0.5096361588656980E-08  0.3266633261147012E-09
  0.3008000000000000E+02  0.4913236178551429E-08  0.3147316348571800E-09
  0.3022000000000000E+02  0.4737442773639957E-08  0.3032880639885290E-09
  0.3036000000000000E+02  0.4568659151952601E-08  0.2923105810467324E-09
  0.3050000000000000E+02  0.4406578505296981E-08  0.2817782358740396E-09
  0.3064000000000000E+02  0.4250908638484049E-08  0.2716711034193474E-09
  0.3078000000000000E+02  0.4101371213716072E-08  0.2619702297715913E-09
  0.3092000000000000E+02  0.3957701037382986E-08  0.2526575812287505E-09
  0.3106000000000000E+02  0.3819645386692918E-08  0.2437159962198366E-09
  0.3120000000000000E+02  0.3686963373729842E-08  0.2351291399090890E-09
  0.3134000000000000E+02  0.3559425344687488E-08  0.2268814613226256E-09
  0.3148000000000000E+02  0.3436812312173395E-08  0.2189581528480357E-09
  0.3162000000000000E+02  0.3318915418612796E-08  0.2113451119669312E-09
  0.3176000000000000E+02  0.3205535428907628E-08  0.2040289050893461E-09
  0.3190000000000000E+02  0.3096482250623972E-08  0.1969967333671226E-09
  0.3204000000000000E+02  0.2991574480090485E-08  0.1902364003711199E-09
  0.3218000000000000E+02  0.2890638972892879E-08  0.1837362815242563E-09
  0.3232000000000000E+02  0.2793510437344656E-08  0.1774852951890709E-09
  0.3246000000000000E+02  0.2700031049603541E-08  0.1714728753147371E-09
  0.3260000000000000E+02  0.2610050089185806E-08  0.1656889455542866E-09
  0.3274000000000000E+02  0.2523423593708487E-08  0.1601238947682263E-09
  0.3288000000000000E+02  0.2440014031761705E-08  0.1547685538358315E-09
  0.3302000000000000E+02  0.2359689992880973E-08  0.1496141737001301E-09
  0.3316000000000000E+02  0.2282325893652550E-08  0.1446524045770459E-09
  0.3330000000000000E+02  0.2207801699043899E-08  0.1398752762633163E-09
  0.3344000000000000E+02  0.2136002658106456E-08  0.1352751794816993E-09
  0.3358000000000000E+02  0.2066819053249578E-08  0.1308448482056106E-09
  0.3372000000000000E+02  0.2000145962332633E-08  0.1265773429087608E-09
  0.3386000000000000E+02  0.1935883032867493E-08  0.1224660346885438E-09
  0.3400000000000000E+02  0.1873934267665726E-08  0.1185045902149351E-09
  0.3414000000000000E+02  0.1814207821304467E-08  0.1146869574594639E-09
  0.3428000000000000E+02  0.1756615806821824E-08  0.1110073521614585E-09
  0.3442000000000000E+02  0.1701074112087384E-08  0.1074602449912424E-09
  0.3456000000000000E+02  0.1647502225325819E-08  0.1040403493722796E-09
  0.3470000000000000E+02  0.1595823069302021E-08  0.1007426099264451E-09
  0.3484000000000000E+02  0.1545962843704674E-08  0.9756219150865369E-10
  0.3498000000000000E+02  0.1497850875291908E-08  0.9449446879899633E-10
  0.3512000000000000E+02  0.1451419475387767E-08  0.9153501642234782E-10
  0.3526000000000000E+02  0.1406603804341736E-08  0.8867959956711331E-10
  0.3540000000000000E+02  0.1363341742585538E-08  0.8592416507637315E-10
  0.3554000000000000E+02  0.1321573767942327E-08  0.8326483298619822E-10
  0.3568000000000000E+02  0.1281242838862641E-08  0.8069788848732076E-10
  0.3582000000000000E+02  0.1242294283279880E-08  0.7821977428767821E-10
  0.3596000000000000E+02  0.1204675692795182E-08  0.7582708335460323E-10
  0.3610000000000000E+02  0.1168336821917723E-08  0.7351655201661381E-10
  0.3624000000000000E+02  0.1133229492101596E-08  0.7128505340586934E-10
  0.3638000000000000E+02  0.1099307500334734E-08  0.6912959122340746E-10
  0.3652000000000000E+02  0.1066526532048698E-08  0.6704729381026368E-10
  0.3666000000000000E+02  0.1034844078130802E-08  0.6503540850850397E-10
  0.3680000000000000E+02  0.1004219355831928E-08  0.6309129629708056E-10
  0.3694000000000000E+02  0.9746132333745459E-09  0.6121242668824626E-10
  0.3708000000000000E+02  0.9459881580759938E-09  0.5939637287103942E-10
  0.3722000000000000E+02  0.9183080878119871E-09  0.5764080708909229E-10
  0.3736000000000000E+02  0.8915384256546799E-09  0.5594349624070183E-10
  0.3750000000000000E+02  0.8656459575284126E-09  0.5430229768976172E-10
  0.3764000000000000E+02  0.8405987927345693E-09  0.5271515527676658E-10
  0.3778000000000000E+02  0.8163663072048145E-09  0.5118009551968417E-10
  0.3792000000000000E+02  0.7929190893493588E-09  0.4969522399503943E-10
  0.3806000000000000E+02  0.7702288883738999E-09  0.4825872189007291E-10
  0.3820000000000000E+02  0.7482685649454024E-09  0.4686884271732411E-10
  0.3834000000000000E+02  0.7270120440931875E-09  0.4552390918345556E-10
  0.3848000000000000E+02  0.7064342702375710E-09  0.4422231020456519E-10
  0.3862000000000000E+02  0.6865111642438855E-09  0.4296249806065003E-10
  0.3876000000000000E+02  0.6672195824049724E-09  0.4174298568227190E-10
  0.3890000000000000E+02  0.6485372772601066E-09  0.4056234406284266E-10
  0.3904000000000000E+02  0.6304428601630735E-09  0.3941919979029502E-10
  0.3918000000000000E+02  0.6129157655164862E-09  0.3831223269223228E-10
  0.3932000000000000E+02  0.5959362165936356E-09  0.3724017358895960E-10
  0.3946000000000000E+02  0.5794851928731200E-09  0.3620180214909418E-10
  0.3960000000000000E+02  0.5635443988152359E-09  0.3519594484272622E-10
  0.3974000000000000E+02  0.5480962340126703E-09  0.3422147298736652E-10
  0.3988000000000000E+02  0.5331237646513769E-09  0.3327730088216202E-10
  0.4002000000000000E+02  0.5186106962206941E-09  0.3236238402609603E-10
  0.4016000000000000E+02  0.5045413474147806E-09  0.3147571741610991E-10
  0.4030000000000000E+02  0.4909006251702833E-09  0.3061633392129338E-10
  0.4044000000000000E+02  0.4776740007878650E-09  0.2978330272948745E-10
  0.4058000000000000E+02  0.4648474870877665E-09  0.2897572786283186E-10
  0.4072000000000000E+02  0.4524076165519987E-09  0.2819274675896509E-10
  0.4086000000000000E+02  0.4403414204080877E-09  0.2743352891475449E-10
  0.4100000000000000E+02  0.4286364086114474E-09  0.2669727458959023E-10
  0.4114000000000000E+02  0.4172805506855344E-09  0.2598321356542868E-10
  0.4128000000000000E+02  0.4062622573809087E-09  0.2529060396091223E-10
  0.4142000000000000E+02  0.3955703631161707E-09  0.2461873109702711E-10
  0.4156000000000000E+02  0.3851941091655389E-09  0.2396690641188777E-10
  0.4170000000000000E+02  0.3751231275594795E-09  0.2333446642235821E-10
  0.4184000000000000E+02  0.3653474256664112E-09  0.2272077173033303E-10
  0.4198000000000000E+02  0.3558573714250292E-09  0.2212520607161079E-10
  0.4212000000000000E+02  0.3466436791982025E-09  0.2154717540539390E-10
  0.4226000000000000E+02  0.3376973962207933E-09  0.2098610704254663E-10
  0.4240000000000000E+02  0.3290098896150282E-09  0.2044144881083458E-10
  0.4254000000000000E+02  0.3205728339482832E-09  0.1991266825545666E-10
  0.4268000000000000E+02  0.3123781993093296E-09  0.1939925187326278E-10
  0.4282000000000000E+02  0.3044182398801852E-09  0.1890070437912922E-10
  0.4296000000000000E+02  0.2966854829817928E-09  0.1841654800303753E-10
  0.4310000000000000E+02  0.2891727185727357E-09  0.1794632181647381E-10
  0.4324000000000000E+02  0.2818729891811812E-09  0.1748958108683144E-10
  0.4338000000000000E+02  0.2747795802511301E-09  0.1704589665856422E-10
  0.4352000000000000E+02  0.2678860108849380E-09  0.1661485435989679E-10
  0.4366000000000000E+02  0.2611860249648938E-09  0.1619605443395629E-10
  0.4380000000000000E+02  0.2546735826374188E-09  0.1578911099324323E-10
  0.4394000000000000E+02  0.2483428521442099E-09  0.1539365149641152E-10
  0.4408000000000000E+02  0.2421882019853519E-09  0.1500931624637548E-10
  0.4422000000000000E+02  0.2362041934001163E-09  0.1463575790880872E-10
  0.4436000000000000E+02  0.2303855731517883E-09  0.1427264105014376E-10
  0.4450000000000000E+02  0.2247272666035032E-09  0.1391964169422229E-10
  0.4464000000000000E+02  0.2192243710726432E-09  0.1357644689678679E-10
  0.4478000000000000E+02  0.2138721494519063E-09  0.1324275433704100E-10
  0.4492000000000000E+02  0.2086660240856999E-09  0.1291827192554301E-10
  0.4506000000000000E+02  0.2036015708910096E-09  0.1260271742772865E-10
  0.4520000000000000E+02  0.1986745137123789E-09  0.1229581810239566E-10
  0.4534000000000000E+02  0.1938807189011022E-09  0.1199731035450891E-10
  0.4548000000000000E+02  0.1892161901091653E-09  0.1170693940171747E-10
  0.4562000000000000E+02  0.1846770632888898E-09  0.1142445895400095E-10
  0.4576000000000000E+02  0.1802596018896427E-09  0.1114963090589033E-10
  0.4590000000000000E+02  0.1759601922433393E-09  0.1088222504073205E-10
  0.4604000000000000E+02  0.1717753391308541E-09  0.1062201874648978E-10
  0.4618000000000000E+02  0.1677016615217697E-09  0.1036879674259968E-10
  0.4632000000000000E+02  0.1637358884802613E-09  0.1012235081741792E-10
  0.4646000000000000E+02  0.1598748552301962E-09  0.9882479575818703E-11
  0.4660000000000000E+02  0.1561154993728546E-09  0.9648988196521635E-11
  0.4674000000000000E+02  0.1524548572509488E-09  0.9421688198745513E-11
  0.4688000000000000E+02  0.1488900604529041E-09  0.9200397217803776E-11
  0.4702000000000000E+02  0.1454183324516175E-09  0.8984938789273470E-11
  0.4716000000000000E+02  0.1420369853721688E-09  0.8775142141386250E-11
  0.4730000000000000E+02  0.1387434168831909E-09  0.8570841995304922E-11
  0.4744000000000000E+02  0.1355351072068393E-09  0.8371878372964205E-11
  0.4758000000000000E+02  0.1324096162425168E-09  0.8178096412167923E-11
  0.4772000000000000E+02  0.1293645807997147E-09  0.7989346188648661E-11
  0.4786000000000000E+02  0.1263977119355382E-09  0.7805482544808322E-11
  0.4800000000000000E+02  0.1235067923926655E-09  0.7626364924870498E-11
  0.4808000000000000E+02  0.1218881086298711E-09  0.7526090306859838E-11
  0.4816000000000000E+02  0.1202931310933963E-09  0.7427296123933806E-11
  0.4824000000000000E+02  0.1187214758419528E-09  0.7329958060987441E-11
  0.4832000000000000E+02  0.1171727657829678E-09  0.7234052242418333E-11
  0.4840000000000000E+02  0.1156466305382527E-09  0.7139555223473686E-11
  0.4848000000000000E+02  0.1141427063125560E-09  0.7046443981781624E-11
  0.4856000000000000E+02  0.1126606357649250E-09  0.6954695909062285E-11
  0.4864000000000000E+02  0.1112000678828180E-09  0.6864288803014835E-11
  0.4872000000000000E+02  0.1097606578589020E-09  0.6775200859376175E-11
  0.4880000000000000E+02  0.1083420669704689E-09  0.6687410664147603E-11
  0.4888000000000000E+02  0.1069439624614200E-09  0.6600897185985520E-11
  0.4896000000000000E+02  0.1055660174267517E-09  0.6515639768752536E-11
  0.4904000000000000E+02  0.1042079106994860E-09  0.6431618124225194E-11
  0.4912000000000000E+02  0.1028693267399961E-09  0.6348812324955014E-11
  0.4920000000000000E+02  0.1015499555276643E-09  0.6267202797279114E-11
  0.4928000000000000E+02  0.1002494924548246E-09  0.6186770314477339E-11
  0.4936000000000000E+02  0.9896763822293491E-10  0.6107495990072254E-11
  0.4944000000000000E+02  0.9770409874093049E-10  0.6029361271269174E-11
  0.4952000000000000E+02  0.9645858502570722E-10  0.5952347932532757E-11
  0.4960000000000000E+02  0.9523081310468741E-10  0.5876438069297316E-11
  0.4968000000000000E+02  0.9402050392042041E-10  0.5801614091807767E-11
  0.4976000000000000E+02  0.9282738323717159E-10  0.5727858719088280E-11
  0.4984000000000000E+02  0.9165118154945780E-10  0.5655154973035911E-11
  0.4992000000000000E+02  0.9049163399248084E-10  0.5583486172636279E-11
  0.5000000000000000E+02  0.8934848025441886E-10  0.5512835928298660E-11
  0.5008000000000000E+02  0.8822146449053444E-10  0.5443188136307834E-11
  0.5016000000000000E+02  0.8711033523905716E-10  0.5374526973390120E-11
  0.5024000000000000E+02  0.8601484533880080E-10  0.5306836891391028E-11
  0.5032000000000000E+02  0.8493475184847866E-10  0.5240102612062119E-11
  0.5040000000000000E+02  0.8386981596767470E-10  0.5174309121954589E-11
  0.5048000000000000E+02  0.8281980295943875E-10  0.5109441667417330E-11
  0.5056000000000000E+02  0.8178448207446537E-10  0.5045485749697075E-11
  0.5064000000000000E+02  0.8076362647682382E-10  0.4982427120138486E-11
  0.5072000000000000E+02  0.7975701317120274E-10  0.4920251775481846E-11
  0.5080000000000000E+02  0.7876442293163773E-10  0.4858945953256408E-11
  0.5088000000000000E+02  0.7778564023168747E-10  0.4798496127267177E-11
  0.5096000000000000E+02  0.7682045317602746E-10  0.4738889003173113E-11
  0.5104000000000000E+02  0.7586865343342945E-10  0.4680111514154814E-11
  0.5112000000000000E+02  0.7493003617109598E-10  0.4622150816669669E-11
  0.5120000000000000E+02  0.7400439999032064E-10  0.4564994286292633E-11
  0.5128000000000000E+02  0.7309154686344573E-10  0.4508629513640757E-11
  0.5136000000000000E+02  0.7219128207208528E-10  0.4453044300379603E-11
  0.5144000000000000E+02  0.7130341414659095E-10  0.4398226655309880E-11
  0.5152000000000000E+02  0.7042775480672993E-10  0.4344164790532479E-11
  0.5160000000000000E+02  0.6956411890354884E-10  0.4290847117690307E-11
  0.5168000000000000E+02  0.6871232436239884E-10  0.4238262244285093E-11
  0.5176000000000000E+02  0.6787219212709724E-10  0.4186398970067829E-11
  0.5184000000000000E+02  0.6704354610519753E-10  0.4135246283501003E-11
  0.5192000000000000E+02  0.6622621311434887E-10  0.4084793358291278E-11
  0.5200000000000000E+02  0.6542002282971626E-10  0.4035029549990941E-11
  0.5208000000000000E+02  0.6462480773244251E-10  0.3985944392666846E-11
  0.5216000000000000E+02  0.6384040305912745E-10  0.3937527595635242E-11
  0.5224000000000000E+02  0.6306664675230264E-10  0.3889769040261179E-11
  0.5232000000000000E+02  0.6230337941188125E-10  0.3842658776821104E-11
  0.5240000000000000E+02  0.6155044424756039E-10  0.3796187021427268E-11
  0.5248000000000000E+02  0.6080768703215742E-10  0.3750344153012689E-11
  0.5256000000000000E+02  0.6007495605585839E-10  0.3705120710375370E-11
  0.5264000000000000E+02  0.5935210208136122E-10  0.3660507389280473E-11
  0.5272000000000000E+02  0.5863897829989188E-10  0.3616495039619324E-11
  0.5280000000000000E+02  0.5793544028807766E-10  0.3573074662623959E-11
  0.5288000000000000E+02  0.5724134596565774E-10  0.3530237408136089E-11
  0.5296000000000000E+02  0.5655655555401325E-10  0.3487974571929359E-11
  0.5304000000000000E+02  0.5588093153550078E-10  0.3446277593083709E-11
  0.5312000000000000E+02  0.5521433861357007E-10  0.3405138051410836E-11
  0.5320000000000000E+02  0.5455664367365227E-10  0.3364547664929649E-11
  0.5328000000000000E+02  0.5390771574479995E-10  0.3324498287390648E-11
  0.5336000000000000E+02  0.5326742596206410E-10  0.3284981905848256E-11
  0.5344000000000000E+02  0.5263564752959326E-10  0.3245990638280062E-11
  0.5352000000000000E+02  0.5201225568443792E-10  0.3207516731252046E-11
  0.5360000000000000E+02  0.5139712766104788E-10  0.3169552557628801E-11
  0.5368000000000000E+02  0.5079014265644550E-10  0.3132090614327805E-11
  0.5376000000000000E+02  0.5019118179606242E-10  0.3095123520116881E-11
  0.5384000000000000E+02  0.4960012810022571E-10  0.3058644013453914E-11
  0.5392000000000000E+02  0.4901686645127957E-10  0.3022644950367971E-11
  0.5400000000000000E+02  0.4844128356132935E-10  0.2987119302380954E-11
  0.5408000000000000E+02  0.4787326794059531E-10  0.2952060154468974E-11
  0.5416000000000000E+02  0.4731270986636398E-10  0.2917460703062608E-11
  0.5424000000000000E+02  0.4675950135252326E-10  0.2883314254085287E-11
  0.5432000000000000E+02  0.4621353611967125E-10  0.2849614221028970E-11
  0.5440000000000000E+02  0.4567470956578521E-10  0.2816354123066367E-11
  0.5448000000000000E+02  0.4514291873744019E-10  0.2783527583199010E-11
